Sentiment,Tweet
4,"well ima take a shower n a nap, hopefully I'll b energized n sit on my porch with some leonade  iceeeee creammmm but what's up with it?"
0,"@winkphotography great to finally meet you last night! Wish we had more time to talk. Can't go to the coffee GTGs, though... Day job.  "
0,i lost the link to my blog 
0,"workin on stupid science cube, never goin 2 finish it on time! "
4,"@vickiilee hhaha yes yes, he is. &lt;3 but you can have him.  love your new original!"
0,ssoooo boredd. nothing goood on TV 
0,I hate traffic 
4,@AlexVisa am vrea noi sa fim 12  eu am facut o vizita in buzaul medieval in weekend. nimic nu s-a schimbat pe la sate.
0,working on a sunday  @stefanromanu promissed it would be just a little work. dough!
0,"@AlexanderMcNeil Not yet, need to get them now. Didn't manage to get them for the ICA gig "
4,"hi everyone, i am back on twitter and online  - finally - what did i miss?"
4,vacationing in mexico. 
4,"@scolemanphoto like the horseshoe crab in it's proper season, to shed it's shell. "
4,@electrosexxual Hope your night gets better! 
0,@meerski loll I just saw this but I bet he did.  eww he needs to make it &quot;Every WOMAN&quot;
0,@TheMightyFoz I'm sorry you got troubles with that pic-. 
4,"Cous cous for lunch, I could quite happily eat cous cous all day every day.. mmmm.... "
0,finishes dinner. Time to write a bs proposal... 
0,"running a bath for me and sam, hopefully it will help him feel a bit better, hes choked with the cold "
0,Ahh man! i wish i still had my second pair of ear piercings  they looked so awesome
4,@ddlovato when does CR2 start filming? 
0,@stonesimon yeah just sore feet  haha.
0,Sitting in the garden revising and I'm b o r e d 
0,"@rhondi The rain just stopped , the sun is coming out a little, but it in the low 60's  enjoy the weather where U R lol"
0,"@roni_ka good luck, i lost 7 lbs, and i have 18 more to go, but me body doesn't want anymores "
4,@ashattack2 http://twitpic.com/6e5q5 - hahaha MACCAS 
0,Mmmm crap why am I sick  must sell 3 fusions regardless
0,@Aniyah and to think I sponsored you for free 
4,@missy1994 Nice comment you fucking tart 
0,@TDLQ YAY!! Welcome back doll! @JennLovesM5 no prob....i did the math.....its a no go unless i can sell a kidney before the 28th 
0,@paulahibner :3 yeah!!  I don't talk to you since so long!!
4,http://bit.ly/h1P7f  great song 
0,"@sbunker Hi Simon, UWE appears to be blocking your site for &quot;Proxy Avoidance&quot;? Will have to read from home "
4,@mrgarbutt TWEET 42 
4,"@Vladd67  hi,  didnt mean to ignore you.I make it with pretend mince, quorn or linda Mcartney make it &amp; veggie stock cubes  for the gravy "
4,One hour of texas hold'em and I'm up $150!  
4,"knows how lucky she is on days like these, beautiful ocean and scenery. ahhhhh "
4,"@joshuamneff Don't give away the ending, but I think Jack Bauer shoots House, MD. "
0,rain is with me .... 
0,Heading to WM shopping. Wishing it was shopping in atl but not today 
4,"I take that back, my flights are booked! WOOHOO! "
0,@ConcertJunkie &quot;I SAAAAAAID!!&quot; Haha. It kinda makes me sad though.  http://bit.ly/uJUA3
0,Has just been attacked by a giant Ginger cat 
4,@ddlovatofans101 oh k good i was so happy when i seen it. 
4,Life's good. 
0,@xxBrandluverxx Dw hun I missed him too  hehe xxx
4,A picture is never as beautiful as the real thing 
0,@iamdiddy im locked in!!!! can't sleep 
0,@Julez98  ima have to rly.. espically ive been talking a lot of smack and aubrey boi just hit winning shot 
4,Margaret Rutherford is getting a plaque in Wandsworth http://tinyurl.com/ledvgj 
4,Saudi Judge states that a man can slap his wife for spending lavishly.......interesting  
4,"Sat outside a cafe at the quay in Exeter, it could be Spain with this weather "
0,i'm having a mental breakdown. CRRRYY. 
4,i dunno what to do.. this site seems to be interesting. don't want to quit. 
4,"what a beautiful  day, the sun is shinin i feeeeeeel good!!  xx"
4,Heading to olive garden for birthday dinner with the fam!!  thanks everyone for all my sweet messages! 
0,"Packing, but I don't want to go.  HAHAHAHA, 3 days :|"
0,@Nayab13  May your Cat rest in peace.
0,iPod Touch 32GB went through wash: http://bit.ly/44d1K2 http://bit.ly/czSMz http://bit.ly/13P0dC http://bit.ly/nLXff 
4,beautiful day....motivated....shoot at 5.....bedhead now. 
0,mood changes and irritability due to lack of sleep... I dont like it.. 
0,"@solangeknowles YES sister, Little Dragon is the ish, just thought i'd chime in. here in S.Africa we gta order the C.D and it takes 4eva "
4,"@nicksantino I agree with demi, you are the best. and I pretty much can't wait til I see you again in july "
4,listening to MCR when you haven't done so in ages is fun 
0,I lost my voice.  I sound like Froggy from The Little Rascals. I just want to crawl into bed and never come out.
0,@GoldenTwittie so am I! &amp; I'm feeling sick 2day 
4,@baneen I may pass you as I drive south and you north so don't forget to wave 
0,i can't get the hang of this shit. 
4,Looking forward to hanging out with my gal pals in the next few days. Should be awesome 
0,I wish I had strawberries for sunday pancakes. 
4,@aly_o    i'm not sure what the something new needs to be...maybe having a beer with you soon will cure it!? 
4,@alliballi27 Thank You 
0,Not happy with corporate meeting. 
0,busy busy day... now going to relax and watch greys and numb3rs... can't believe the weekend over already 
0,@charleypearson me toooo  it took us AGES to get out of the forest :')
0,@BillShafer sorry I missed it last night...having a bit of a health crisis...was in bed by 9 
4,Ugh back at exercisin at the crack of dawn  *T.Marie*
0,headed home... the end of an era 
4,@billyraycyrus are you coming to ireland or have u already been here? 
0,Tila omg if ur readin this jus wanna say hey wanna leave u a comment ting but really dunno how sorry 
0,@rlsay lol I feel pretty good about myself. It's really too bad I can't get in heaven off of works 
4,@listofnames haha that sucks. i have it like every morning. better than red bull 
0,No Chinese 
4,chillen on muh laptop at amberrrs. i just joined peeple help meh out! 
0,@joanneyong thank you  i'll try not to obliterate myself with stress 
4,@jesmc A new bathroom! I am envious.  Shayai &gt;^..^&lt;
4,@BJpickleman I sympathize with her  I have to straighten my hair everyday.
0,"@koolrunnins Not so much NOTHING at all to do with me, but definitely liked someone who didn't feel totally the same way I did. "
4,"@Emmalene http://twitpic.com/68j9f - Wow, delicious! And the cake  ;)"
0,fYuRwUrKs aGaYn. pEePuL aRr sO iNkOnSiDeRuT oV sMoRl DoGgZ wItH NeRvUsS dIsPoZiShUnZ. 
0,"my biggest fear is the doctors,ever since being in hospital for 2 weeks im scared im gonna be in there again :/ uggh i dnt wanna go "
4,"@leijonstedt rather translucent, they're meant for fountain pens. The drawings are inspired by the cover cloth "
0,wondering why im not getting the call ive been waiting on  ... its making me kinda sad... FUCK ... this is annoying
0,My teacher assistant called in today....this is going to be a long and crazzy day 
0,babessssssssssssssssss! &lt;3333333 miss you!! 
4,@monsoonsmangoes mid-calf should do 
0,I will miss homeroom 202 
0,"My mom is coming to visit me, but guess where I'll be? Work. As usual. "
0,"on the train heading 2 glasgow im soo bored  theres a weird guy with grey hair longer than mine sitting across frm me, its kinda creepy x"
0,@hamxas nt gonna c VJ or his wedding this time..gonna b tied up in the show 
4,@Zniv definitely a good choice! 
4,@Depond lol  it did make me laugh aha but i was like oh dear you did not just say that  aha xx
0,is very mad twitter won't let me uplode my pic.... 
4,3 things you can do to Get more Follower  www.TwitterSecretCash.com
0,"@faeryqueen07 Swap, we got rain again! "
0,"is sorry for nadal, who is out of Wimbledon    tournament 's fun is halved .."
0,"@gavhudson Watching? Mate I wouldn't put my life on hold for Mancs (utd or city). Anyway, our league finished last week "
0,No electricity tomorrow until tommorow night.. So it means ; NO TWITTER  bOuhh..
0,3 days to relax well not really...let's see what happens so far I have to get 1 of my freakin wisdom teeth pulled ugh  this is bs lol...
4,@DaddyPOV boxes and toys forgotten equals hours of novelty &amp; wonder. 
0,who has potato gems?? i ate all mine 
0,"Tripod is broken  must get a new one, will try epoxy first"
4,Movin today  Gonna be at the new house all day.Gonna get me a tan  lol Peace 
4,WOW! The weather in London is unbelievable. Waking up to 22 degrees of sunshine and bright blue skies 
4,Listening to PINK!! New CD ROCKS! Going to breakfast on Davis Island soon  But first going for a quick 2 mile run at the park
4,@followurheart09 hells yea 8 points rocks!!  ur not old either missy
0,"Massive headache and going on less than 5 hours sleep, but walked four miles(woulda been 6 but it got dark  )"
0,@simplysoph007  man I know Im UBER late on the music tip these days.  OrganizedChaos
0,Finally a beautiful day..I'll have to enjoy it from my window 
0,spending the afternoon with my Mom in th ER 
4,whoooaaa can you believe it...is raining outside!! go freakin figure!!! well w.e off to work 
4,Back from military refresher training.. Or whatever its called in english. I was on the Russian border for a week and it was FUN. 
0,ugh . i'm so tired .. 
4,"Good Morning! How is everyone today? It's raining AGAIN here in MO, but still going to be a great day "
4,@abideinlove oh dear...let's talk soon 
0,Up now...not sure if i am happy about it.. 
4,@kelspo thanks 
0,morning morning!!! hey! i heard there is still hope to get what i want... !!! 3 more weeks???!!!! hopefully. might not go to my friend's 
0,A filtered ejournal search for computers &amp; society gets me 'Computers in the schools' and 23 pages of suggestions to page through 
0,Is too hot...again (what is with this weather?!) and incredibly frustrated...arghhhh still 3 more days though 
0,@SuperKaylo I'm in the same working late boat as you. So much for the Bethesda party 
0,I miss my FTSK cd.  i wish i woulda brought it with me.
0,@RockinChick09 Sorry...  WOO CANT WAIT LMAO
0,@MKJHMorgan How was UP? I can't wait to see it. My nephew turns 8 on Sunday and his party is going to see Night at the Museum inside. 
4,heading homeeee. last of senior project to do  heck yes
0,downloading the battlefield 1.41 patch as i just found out its required for project reality 
0,WHAT UP TWITTER WELL MY FONE DONT LET ME TWEET OFF IT NO MORE IDK WHY SO SRRY IF I TAKE LONG TO HIT YOUS BACK 
0,"oh yeah, I got a new phone! the LG envy touch it's no iPhone  but I like it"
4,@mannerrs lol  well i got it a few months ago and im already addicted. BEWARE!! lol 
0,promised to take Daeja and Dooka to the beach today  ....lol
0,Aw man...Punk! he's hurt 
0,@sryanoliver the pretzel ppl weren't there today 
4,&quot;Of course there's nothing more dangerous than some a-hole who thinks he's on a holy mission.&quot; - Dean Winchester 
0,Studying science..........only 4 days left of school! Then exams  then summer!!!!!!!
0,&quot;@mileycyrus&quot;you are the best!!!! I love you  can you give me your e-mail???I want to write with you but I cant 
0,&lt;---- this is my face! @nick_carter needs to make that shout out to me!! it was my pooh joke! 
4,@rachy_babes diversity won 
4,"theres somethin' out there, somethin' evil.  ahhhh how i love the boosh. "
0,"@geisha2me boo  i can never see your postings proper on here...anyway, is the hubby going away so much?"
0,"@Lemomina I found it kind of surreal and funny, but I am so upset for the fake paps vid that I can't appreciate it. "
4,is lazy days are great 
0,"It's hot outside  I want to go swimming and I'm at a swim meet, ironic huh?"
4,yay going home! tweetcha later 
4,@stephenfry you could always convert your allegiance to #itfc 
0,boo wont wake up 
4,"Oh. My. God!! I'M TAN, yessss   i love summer."
0,"Damn, i hate working on sundays "
4,@akeiba   You're welcome.  You were a wonderful interview 
0,"@tiffyoung - Hello babe! Yessss, you're the only other nettie on Twitter. None of them are! "
4,@ortrudes Thank you. 
0,@BMolko and thats a bad thing??? because of the ----&gt; 
4,Gonna watch a volleyball game tomorrow with Dad and probably some of my team mates. 
0,- summer has disappeared @ Austria; no summerfeeling here!! 
